order,14505,1.9073486328125e-06
size,248063,7.152557373046875e-07
max_degree,6879,0.0001709461212158203
min_degree,1,0.0001857280731201172
mean_degree,34.20379179593244,0.004012584686279297
diameter,8,20.671762704849243
girth,3,0.00010156631469726562
radius,0,19.10815119743347
average_path_length,2.8531563176130255,21.192611694335938
clique_number,21,0.36099839210510254
len_maximal_cliques,187830,0.4882082939147949
len_largest_cliques,146,0.4972560405731201
motifs_randesu_no,62860073,1.32816743850708
num_farthest_points,3,20.626224756240845
mincut_value,0.0,0.007601261138916016
len_feedback_arc_set,233565,0.013572216033935547
assortativity_degree,-0.09198811321926581,0.0005888938903808594
density,0.0023582316461619166,2.0503997802734375e-05
transitivity_undirected,0.015592121019608345,0.034668922424316406
reciprocity,1.0,1.3113021850585938e-05
min_diversity,1.0,0.00026488304138183594
max_diversity,1.0,0.00026488304138183594
mean_diversity,1.0,0.00026488304138183594
min_authority_score,0.0,0.09500288963317871
max_authority_score,0.9999999999999999,0.09500288963317871
mean_authority_score,0.01179623445513868,0.09500288963317871
min_hub_score,0.0,0.08831524848937988
max_hub_score,0.9999999999999999,0.08831524848937988
mean_hub_score,0.011796234455138712,0.08831524848937988
min_closeness,0.18723756120880114,19.755083560943604
max_closeness,1.0,19.755083560943604
mean_closeness,nan,19.755083560943604
max_bibcoupling,20,27.97559881210327
min_bibcoupling,0,27.97559881210327
max_cocitation,20,29.981318473815918
min_cocitation,0,29.981318473815918
min_constraint,0.0,2.2700624465942383
max_constraint,1.0,2.2700624465942383
mean_constraint,0.14123495878342832,2.2700624465942383
min_coreness,1,0.010104656219482422
max_coreness,61,0.010104656219482422
mean_coreness,18.06377111340917,0.010104656219482422
min_eccentricity,0.0,21.02312707901001
max_eccentricity,8.0,21.02312707901001
mean_eccentricity,5.519820751465012,21.02312707901001
min_strength,1.0,0.0005130767822265625
max_strength,6879.0,0.0005130767822265625
mean_strength,34.20379179593244,0.0005130767822265625
min_transitivity,0.0,0.0264589786529541
max_transitivity,1.0,0.0264589786529541
mean_transitivity,nan,0.0264589786529541
connected_components_strong,7,0.005357265472412109
connected_components_weak,7,0.004288911819458008
